  1.0000000e+000 -9.7209721e-004
  9.7500000e-001  8.9918992e-003
  9.5000000e-001  1.7497750e-002
  9.2500000e-001  2.4788479e-002
  9.0000000e-001  3.0985599e-002
  8.7500000e-001  3.6453645e-002
  8.5000000e-001  4.0949595e-002
  8.2500000e-001  4.4959496e-002
  8.0000000e-001  4.8361836e-002
  7.7500000e-001  5.1278128e-002
  7.5000000e-001  5.3708371e-002
  7.2500000e-001  5.5895590e-002
  7.0000000e-001  5.7839784e-002
  6.7500000e-001  5.9419442e-002
  6.5000000e-001  6.0877588e-002
  6.2500000e-001  6.2092709e-002
  6.0000000e-001  6.3064806e-002
  5.7500000e-001  6.4036904e-002
  5.5000000e-001  6.4765977e-002
  5.0000000e-001  6.5981098e-002
  4.5000000e-001  6.6588659e-002
  4.0000000e-001  6.6831683e-002
  3.5000000e-001  6.6467147e-002
  3.0000000e-001  6.5616562e-002
  2.5000000e-001  6.4158416e-002
  2.0000000e-001  6.1606661e-002
  1.7500000e-001  5.9905491e-002
  1.5000000e-001  5.7839784e-002
  1.2500000e-001  5.5288029e-002
  1.0000000e-001  5.2007201e-002
  7.5000000e-002  4.7875788e-002
  5.0000000e-002  4.2164716e-002
  3.7500000e-002  3.8397840e-002
  2.5000000e-002  3.3537354e-002
  1.2500000e-002  2.6125113e-002
  7.5000000e-003  2.1386139e-002
  0.0000000e+000  0.0000000e+000
  7.5000000e-003 -2.1386139e-002
  1.2500000e-002 -2.6246625e-002
  2.5000000e-002 -3.4144914e-002
  3.7500000e-002 -3.9369937e-002
  5.0000000e-002 -4.3501350e-002
  7.5000000e-002 -4.9576958e-002
  1.0000000e-001 -5.3951395e-002
  1.2500000e-001 -5.7353735e-002
  1.5000000e-001 -5.9905491e-002
  1.7500000e-001 -6.1971197e-002
  2.0000000e-001 -6.3429343e-002
  2.5000000e-001 -6.5616562e-002
  3.0000000e-001 -6.6588659e-002
  3.5000000e-001 -6.6710171e-002
  4.0000000e-001 -6.5738074e-002
  4.5000000e-001 -6.3672367e-002
  5.0000000e-001 -6.0391539e-002
  5.5000000e-001 -5.5288029e-002
  5.7500000e-001 -5.1764176e-002
  6.0000000e-001 -4.7268227e-002
  6.2500000e-001 -4.1557156e-002
  6.5000000e-001 -3.4266427e-002
  6.7500000e-001 -2.6125113e-002
  7.0000000e-001 -1.8105311e-002
  7.2500000e-001 -1.0936094e-002
  7.5000000e-001 -4.3744374e-003
  7.7500000e-001  1.4581458e-003
  8.0000000e-001  6.4401440e-003
  8.2500000e-001  1.0693069e-002
  8.5000000e-001  1.3852385e-002
  8.7500000e-001  1.6039604e-002
  9.0000000e-001  1.6768677e-002
  9.2500000e-001  1.5918092e-002
  9.5000000e-001  1.2880288e-002
  9.7500000e-001  7.2907291e-003
  1.0000000e+000 -1.5796580e-003
